Time (s)	Acceleration x (m/s^2)	Acceleration y (m/s^2)	Acceleration z (m/s^2)
1.22	7.982074025E-4	-1.812955430E-3	-5.101057410E-4
1.23	-7.659175685E-4	-2.848861586E-3	3.749566012E-4
1.24	-9.448238304E-4	-3.779830413E-3	4.698940843E-4
1.25	-1.810855123E-3	-2.957767790E-3	4.698940843E-4
1.26	-1.009761298E-3	-3.690799128E-3	-4.151682580E-4
1.27	-3.782383304E-5	-2.867767925E-3	3.749566012E-4
1.28	-8.108550599E-4	-2.733799072E-3	4.698940843E-4
1.29	8.391761760E-4	-2.702830356E-3	4.698940843E-4
1.3	1.008082371E-3	-1.787767897E-3	-4.151682580E-4
1.31	1.301136582E-4	7.116959383E-5	-5.101057410E-4
1.32	9.031448850E-4	2.003107034E-3	3.749566012E-4
1.33	1.201136601E-4	1.286950798E-3	-4.151682580E-4
1.34	-8.498863325E-4	2.933106949E-3	3.749566012E-4
1.35	-9.257925286E-4	3.959982025E-3	4.698940843E-4
1.36	-1.799886215E-3	4.022981912E-3	1.354956763E-3
1.37	-9.997612973E-4	2.231888327E-3	5.648316035E-4
1.3800000000000001	-8.948238222E-4	2.699508358E-4	2.240019105E-3
1.3900000000000001	-1.782383744E-5	-7.869241329E-4	1.544831765E-3
1.4000000000000001	1.819176183E-3	-8.618616601E-4	-3.202307388E-4
1.41	1.112051107E-3	-8.508929288E-4	-5.101057410E-4
1.42	9.980823787E-4	-8.408928616E-4	3.749566012E-4
1.43	1.863144839E-3	-8.308928696E-4	1.354956763E-3
1.44	1.950511559E-4	9.221383463E-4	1.449894282E-3
1.45	6.144913596E-6	1.977075800E-3	1.449894282E-3
1.46	-8.698863018E-4	2.937075836E-3	2.334956624E-3
1.47	-1.821823855E-3	4.755044352E-3	6.597690866E-4
1.48	-1.527613394E-4	4.894919571E-3	1.354956763E-3
1.49	9.121761197E-4	4.835888103E-3	5.648316035E-4
1.5	1.301136582E-4	6.527950384E-3	4.698940843E-4
1.51	9.031448850E-4	5.743732078E-3	-4.151682580E-4
1.52	9.780824127E-4	3.815763112E-3	-5.101057410E-4
1.53	9.671136814E-4	4.459981921E-3	1.260019280E-3
1.54	1.824113655E-3	3.610825594E-3	-3.202307388E-4
1.55	1.640824139E-4	2.597919538E-3	1.260019280E-3
1.56	-2.385508492E-5	-1.889111636E-3	1.449894282E-3
1.57	-8.998863397E-4	-1.447767915E-3	-3.202307388E-4
1.58	-9.848238556E-4	-1.331861616E-3	3.749566012E-4
1.59	-8.976133842E-5	-2.187892832E-3	4.698940843E-4
1.6	6.144913596E-6	-1.367767865E-3	4.698940843E-4
1.61	-8.789175364E-4	-1.251861650E-3	4.698940843E-4
1.62	-9.648237964E-4	-3.648616634E-4	4.698940843E-4
1.6300000000000001	7.882074195E-4	1.473107005E-3	1.354956763E-3
1.6400000000000001	9.671136814E-4	3.385044594E-3	5.648316035E-4
1.6500000000000001	1.882394426E-4	5.101577223E-3	4.698940843E-4
1.6600000000000001	8.522097946E-4	5.397734124E-3	4.698940843E-4
1.67	9.471136222E-4	3.592856850E-3	1.363987829E-3
1.68	-8.149488284E-4	3.363950646E-3	1.459894079E-3
1.69	-9.948238386E-4	2.456950841E-3	1.459894079E-3
1.7	-1.178238354E-4	5.899508405E-4	5.658003338E-4
1.71	-3.288633535E-5	-4.669241609E-4	4.698940843E-4
1.72	-9.098863244E-4	-3.178986459E-3	1.363987829E-3
1.73	7.482073943E-4	-3.405736530E-3	-3.192620085E-4
1.74	9.271136562E-4	-3.363799101E-3	1.260019280E-3
1.75	9.080823544E-4	-4.190799042E-3	5.648316035E-4
1.76	3.011365693E-5	-3.358736417E-3	1.354956763E-3
1.77	8.031448703E-4	-3.205736497E-3	5.648316035E-4
1.78	8.871136310E-4	-3.163799068E-3	4.698940843E-4
1.79	1.011365936E-5	-2.247767860E-3	1.354956763E-3
1.8	-8.385508777E-5	-1.246799134E-3	1.449894282E-3
1.81	-8.385508777E-5	6.021383311E-4	5.648316035E-4
1.82	7.741136662E-4	-9.529554053E-4	1.354956763E-3
1.83	-9.886338203E-6	-2.548616534E-4	1.449894282E-3
1.84	-1.038550887E-4	-1.508929083E-4	5.648316035E-4
1.85	7.631449314E-4	-1.016924116E-3	1.354956763E-3
1.86	-8.959175340E-4	-2.852955344E-3	1.449894282E-3
1.87	1.544238629E-3	-2.994767919E-3	5.648316035E-4
1.8800000000000001	6.505116685E-5	-4.687798985E-3	-4.151682580E-4
1.8900000000000001	7.431448790E-4	-3.948736683E-3	2.145081622E-3
1.9000000000000001	1.703144916E-3	-3.804767865E-3	1.544831765E-3
1.9100000000000001	9.020511328E-4	-2.878736656E-3	1.449894282E-3
1.92	-9.368863120E-4	-2.734767820E-3	-3.202307388E-4
1.93	-2.393453953E-4	-2.693821685E-3	3.744037828E-4
1.94	-1.438550790E-4	-1.786859733E-3	1.354897390E-3
1.95	-1.348238338E-4	-1.671861681E-3	1.449894282E-3
1.96	-1.338550843E-4	1.002008366E-4	2.334956624E-3
1.97	-1.338550843E-4	1.166107031E-3	2.429894108E-3
1.98	-1.248238286E-4	1.251044540E-3	1.544831765E-3
1.99	-1.238550780E-4	1.232013322E-3	1.449894282E-3
2.0	7.341136444E-4	-5.219866423E-4	2.334956624E-3
2.0100000000000002	-4.988633184E-5	-6.918616275E-4	2.429894108E-3
2.02	7.231449096E-4	-2.432955317E-3	1.544831765E-3
2.0300000000000002	-5.988632537E-5	-2.601861591E-3	2.334956624E-3
2.04	-1.538550736E-4	-2.563799156E-3	6.597690866E-4
2.05	-1.896886264E-3	-2.523799056E-3	4.698940843E-4
2.06	-2.056761304E-3	-2.492830340E-3	1.354956763E-3
2.07	-1.150730079E-3	-2.453799157E-3	5.648316035E-4
2.08	-1.687925815E-4	-2.422830291E-3	2.240019105E-3
2.09	-6.482383630E-5	-1.507767898E-3	6.597690866E-4
2.1	7.941136356E-4	3.511695839E-4	1.354956763E-3
2.11	1.914491505E-5	3.159138384E-3	5.648316035E-4
2.12	-6.482383630E-5	3.394919548E-3	4.698940843E-4
2.13	-6.385508682E-5	4.220950722E-3	4.698940843E-4
2.14	-6.385508682E-5	4.246856905E-3	4.698940843E-4
2.15	6.558335935E-4	4.929777280E-3	1.204576464E-3
2.16	5.715497330E-5	5.108179379E-3	1.449894282E-3
2.17	-7.385508147E-5	4.171088081E-3	1.449894282E-3
2.18	-8.288633716E-5	4.015888343E-3	5.648316035E-4
2.19	-9.598863321E-4	2.221888362E-3	1.354956763E-3
2.2	-1.687925815E-4	2.689820874E-4	2.334956624E-3
2.21	-7.385508147E-5	8.007583467E-5	1.544831765E-3
2.22	-7.385508147E-5	8.007583467E-5	5.648316035E-4
2.23	-9.589175815E-4	8.007583467E-5	1.354956763E-3
2.24	7.072386208E-4	-7.869241329E-4	2.334956624E-3
2.25	1.108240772E-5	-3.892906165E-6	1.544831765E-3
2.2600000000000002	7.831449008E-4	1.842138361E-3	1.449894282E-3
2.27	1.136658375E-7	2.012013226E-3	2.334956624E-3
2.2800000000000002	-9.698863162E-4	3.744075625E-3	1.544831765E-3
2.29	-1.054823830E-3	5.627950760E-3	5.648316035E-4
2.3000000000000003	-1.687925815E-4	7.498919179E-3	1.354956763E-3
2.31	-7.385508147E-5	5.846731897E-3	1.449894282E-3
2.32	-9.498863468E-4	4.701794521E-3	5.648316035E-4
2.33	-1.587925879E-4	1.935857015E-3	3.134112850E-3
2.34	-6.385508682E-5	2.508044570E-3	2.525800357E-3
2.35	8.031448703E-4	8.209195707E-4	2.429894108E-3
2.36	2.011366340E-5	-2.459554137E-4	1.544831765E-3
2.37	-6.482383630E-5	-1.197892842E-3	1.449894282E-3
2.38	7.941136356E-4	-2.156924126E-3	1.449894282E-3
2.39	1.011365936E-5	-2.213799024E-3	2.334956624E-3
2.4	-8.385508777E-5	-1.315830351E-3	1.544831765E-3
2.41	-8.385508777E-5	-3.258303970E-4	5.648316035E-4
2.42	-8.385508777E-5	1.513107114E-3	1.354956763E-3
2.43	7.831449008E-4	2.549013269E-3	1.449894282E-3
2.44	8.671136650E-4	3.498044565E-3	2.334956624E-3
2.45	-1.891758337E-5	3.553950882E-3	1.544831765E-3
2.46	-9.808550510E-4	4.389981890E-3	1.449894282E-3
2.47	-1.887925790E-4	1.815857015E-3	2.334956624E-3
2.48	-8.482383725E-5	6.359820782E-4	2.429894108E-3
2.49	7.831449008E-4	-1.202955358E-3	1.544831765E-3
2.5	-8.759175679E-4	-2.256924142E-3	2.334956624E-3
2.5100000000000002	-1.787925855E-4	-3.198861551E-3	1.544831765E-3
2.52	-8.385508777E-5	-3.253799102E-3	1.449894282E-3
2.5300000000000002	7.741136662E-4	-4.938767849E-3	5.648316035E-4
2.54	-8.550825168E-7	-4.189705414E-3	1.354956763E-3
2.5500000000000003	-9.385508242E-5	-3.168736554E-3	1.449894282E-3
2.56	7.641136820E-4	-3.042830337E-3	2.334956624E-3
2.57	8.471136148E-4	-3.003799154E-3	1.544831765E-3
2.58	8.371136228E-4	-2.954767819E-3	5.648316035E-4
2.59	8.271136398E-4	-1.170767887E-3	1.354956763E-3
2.6	8.171136568E-4	-9.618616765E-4	1.449894282E-3
2.61	8.071136317E-4	-8.389291448E-5	1.449894282E-3
2.62	-6.988633392E-5	1.007583717E-5	1.449894282E-3
2.63	-1.638550799E-4	1.007583717E-5	2.334956624E-3
2.64	-1.638550799E-4	-8.569241094E-4	6.597690866E-4
2.65	-9.487633132E-4	-2.503556884E-3	2.055894312E-3
2.66	5.935233450E-4	-2.843212016E-3	2.429894108E-3
2.67	1.673144794E-3	-2.803799121E-3	1.544831765E-3
2.68	-3.980089068E-6	-2.763799021E-3	2.334956624E-3
2.69	-1.938550755E-4	-2.732830305E-3	2.429894108E-3
2.7	-1.938550755E-4	-2.693799122E-3	1.544831765E-3
2.71	6.731449026E-4	-2.662830424E-3	1.449894282E-3
2.72	-1.098863336E-4	-2.632830307E-3	2.334956624E-3
2.73	-1.070855081E-3	-2.593799105E-3	1.544831765E-3
2.74	-2.787925914E-4	-1.686799132E-3	3.220018967E-3
2.75	-1.059886347E-3	1.711695682E-4	1.639769248E-3
2.7600000000000002	-2.687925873E-4	3.600758130E-4	1.449894282E-3
2.77	1.569176063E-3	1.227075770E-3	1.449894282E-3
2.7800000000000002	-8.809800922E-4	1.311044531E-3	2.334956624E-3
2.79	-2.787925914E-4	1.301044548E-3	1.544831765E-3
2.8000000000000003	-1.838550925E-4	4.150133310E-4	1.449894282E-3
2.81	6.741136509E-4	-5.469241647E-4	5.648316035E-4
2.82	7.571136656E-4	-6.308928879E-4	1.354956763E-3
2.83	-1.198863376E-4	-2.372955410E-3	2.334956624E-3
2.84	-2.138550881E-4	-2.523799056E-3	1.544831765E-3
